 knee_pos_x, knee_pos_y, time, selected_No, target_No, calibration x:4.061778577410764 y:52.2258627886349
4.10190,52.27997,1.85736,5,5
3.80231,52.16513,1.23749,2,2
3.86894,52.23656,1.59735,3,3
4.32617,52.24001,2.09297,7,7
4.03103,52.33056,1.30226,4,4
3.69822,52.27820,1.82686,1,1
4.69216,52.43175,1.17694,9,9
4.20388,52.36635,2.13930,6,6
4.41507,52.28570,1.01643,8,8
3.13511,52.38825,1.40363,0,0
4.20827,52.44186,1.99075,6,6
4.37767,52.36329,0.91135,8,7
3.81634,52.31792,1.97975,2,2
3.73943,52.35975,1.30250,1,1
4.10701,52.44915,1.29544,5,5
4.40843,52.33954,2.72106,8,8
4.67433,52.48416,1.01477,9,9
4.02478,52.41083,1.55029,4,4
3.34465,52.44909,1.19531,0,0
3.87365,52.38585,1.31582,3,3
